,Date,Open,High,Low,Close,Volume,target,s_moving_average,varSMA,l_moving_average,varLMA,autocorrelation,varACR,CRTDR,varSTR,delta,rsi,varRSIbinary,varRSItertiary
3128,2002-12-13,90.0,90.48,89.27,89.34,35288800.0,-1,90.519999999999996,-1,89.21764705882353,1,-0.40314094580479015,-1,0.057851239669427214,1,-0.6599999999999966,46.737894976131066,-1,0
3127,2002-12-16,89.91,91.8,89.66,91.65,35778000.0,-1,90.456666666666663,1,89.400784313725495,1,-0.57421981816141432,-1,0.9299065420560788,-1,1.740000000000009,47.712564159785906,-1,0
3126,2002-12-17,91.4,91.74,90.7,90.85,31520500.0,-1,90.681666666666672,1,89.597843137254912,1,-0.6938095393815491,-1,0.14423076923076214,-1,-0.5500000000000114,49.872443270823197,-1,0
3125,2002-12-18,90.52,90.54,89.33,89.8,34970600.0,-1,90.531666666666652,-1,89.807058823529431,-1,-0.79908363565763441,-1,0.3884297520661122,-1,-0.7199999999999989,51.96567644452746,1,0
3124,2002-12-19,89.45,90.7,88.6,89.16,38203600.0,-1,90.26166666666667,-1,89.979411764705901,-1,-0.78421710407808676,-1,0.26666666666666666,-1,-0.29000000000000625,55.905621096460862,1,0
3123,2002-12-20,89.4,90.02,89.1,89.99,29029300.0,-1,90.131666666666675,-1,90.212549019607849,-1,-0.47264338081224416,-1,0.9673913043478249,-1,0.5899999999999892,51.399724644332309,1,0
3122,2002-12-23,89.53,90.47,89.31,90.02,21734800.0,-1,90.245000000000005,-1,90.396666666666675,-1,-0.025713697388528366,-1,0.6120689655172378,-1,0.4899999999999949,48.130612244897968,-1,0
3121,2002-12-24,90.2,90.25,89.25,89.36,10497700.0,-1,89.86333333333333,-1,90.498627450980393,-1,-0.13560432128819669,-1,0.10999999999999943,-1,-0.8400000000000034,47.047558250877763,-1,0
3120,2002-12-26,89.5,90.61,88.84,89.39,17231700.0,-1,89.620000000000005,-1,90.591960784313741,-1,-0.018442225798765879,-1,0.31073446327683524,1,-0.10999999999999943,47.525390939867805,-1,0
3119,2002-12-27,89.07,89.29,87.38,87.38,21824000.0,-1,89.216666666666654,-1,90.56607843137256,-1,0.53168436872780922,1,0.0,1,-1.6899999999999977,47.548387096774206,-1,0
3118,2002-12-30,87.8,88.47,87.22,88.11,29310400.0,-1,89.041666666666671,-1,90.596666666666678,-1,0.83667139140850133,1,0.7120000000000004,1,0.3100000000000023,40.958605664488012,-1,0
3117,2002-12-31,88.2,88.43,87.11,88.23,32093300.0,-1,88.748333333333335,-1,90.59588235294116,-1,0.71072338058390572,1,0.8484848484848472,-1,0.030000000000001137,37.783970436784372,-1,-1
3116,2003-01-02,88.88,91.3,88.54,91.07,43290000.0,1,88.923333333333332,1,90.643529411764689,1,-0.14460918330413702,-1,0.916666666666665,-1,2.1899999999999977,43.795620437956195,-1,0
3115,2003-01-03,91.13,91.39,90.5,91.35,31128900.0,1,89.254999999999995,1,90.666666666666671,1,-0.32004741793992636,-1,0.9550561797752739,1,0.21999999999999886,42.948263642806481,-1,0
3114,2003-01-06,91.0,93.49,91.0,92.96,39329700.0,1,89.850000000000009,1,90.734117647058795,1,-0.87147601062409641,-1,0.7871485943775092,1,1.9599999999999937,47.803533798022293,-1,0
3113,2003-01-07,92.84,93.37,92.2,92.73,37927100.0,1,90.74166666666666,1,90.783725490196048,1,-0.88327438251008394,-1,0.4529914529914533,-1,-0.10999999999999943,52.501335232330334,1,0
3112,2003-01-08,92.35,92.4,91.05,91.39,37982700.0,1,91.288333333333341,1,90.843137254901961,1,-0.84827400430009048,-1,0.25185185185185277,1,-0.9599999999999937,50.811697825704677,1,0
3111,2003-01-09,91.53,93.18,91.41,92.81,33805400.0,1,92.051666666666662,1,90.894313725490207,1,-0.023380094074643872,-1,0.7909604519773997,1,1.2800000000000011,55.721485906290773,1,0
3110,2003-01-10,93.2,93.64,91.8,93.06,36391000.0,1,92.383333333333326,1,90.961960784313746,1,0.34992548320685701,-1,0.6847826086956537,1,-0.14000000000000057,58.597383270291992,1,0
3109,2003-01-13,93.96,93.96,92.44,93.03,31029700.0,1,92.663333333333341,1,91.049411764705894,1,0.68444478473498804,1,0.38815789473684537,1,-0.9299999999999926,59.085861242620801,1,0
3108,2003-01-14,93.24,93.49,92.41,93.33,29547200.0,1,92.725000000000009,1,91.12588235294119,1,0.94172405856119579,1,0.8518518518518547,1,0.09000000000000341,58.308516974389498,1,0
3107,2003-01-15,93.3,93.57,91.91,92.4,33015700.0,1,92.670000000000002,-1,91.201960784313727,1,0.60588726659987258,1,0.2951807228915724,-1,-0.8999999999999915,57.486788021139155,1,0
3106,2003-01-16,92.34,92.93,91.46,92.02,40511800.0,-1,92.774999999999991,-1,91.236274509803948,1,0.052075827785442015,-1,0.3809523809523791,-1,-0.3200000000000074,55.806703039750516,1,0
3105,2003-01-17,91.24,91.51,90.15,90.66,34551800.0,-1,92.416666666666671,-1,91.227058823529433,-1,-0.18842393538530469,-1,0.37499999999999345,-1,-0.5799999999999983,55.709006029955233,1,0
3104,2003-01-21,90.48,90.92,88.73,89.25,36077300.0,-1,91.781666666666652,-1,91.176078431372559,-1,-0.47372282431716706,-1,0.23744292237442766,1,-1.230000000000004,54.098979977332782,1,0
3103,2003-01-22,88.7,89.8,88.01,88.17,41382600.0,-1,90.97166666666665,-1,91.08058823529413,-1,-0.74995789256877543,-1,0.08938547486033369,-1,-0.5300000000000011,53.373089824822927,1,0
3102,2003-01-23,88.7,89.38,87.95,88.74,43117900.0,-1,90.206666666666663,-1,91.040980392156868,-1,-0.13860204864678263,-1,0.5524475524475497,-1,0.03999999999999204,51.379712397978999,1,0
3101,2003-01-24,88.65,88.74,86.17,86.38,66358800.0,-1,89.203333333333333,-1,90.976862745098046,-1,0.63348240339640327,1,0.08171206225680712,1,-2.2700000000000102,48.382388713208421,-1,0
3100,2003-01-27,85.34,86.8,84.5,85.2,56504700.0,-1,88.066666666666663,-1,90.916862745098044,-1,0.86858072793214935,1,0.30434782608695815,-1,-0.14000000000000057,50.088139007806568,1,0
3099,2003-01-28,85.17,86.4,85.0,85.83,45697000.0,-1,87.26166666666667,-1,90.855490196078435,-1,0.77568895426397699,1,0.5928571428571392,-1,0.6599999999999966,47.983014861995713,-1,0
3098,2003-01-29,85.05,87.7,84.77,86.48,52377100.0,-1,86.799999999999997,-1,90.805098039215679,-1,0.49322615885657423,-1,0.5836177474402744,-1,1.4300000000000068,52.686541041946192,1,0
3097,2003-01-30,86.7,87.1,84.38,84.43,47715100.0,-1,86.176666666666662,-1,90.681568627450972,-1,0.20108694227517812,-1,0.01838235294118066,1,-2.269999999999996,50.366592285623184,1,0
3096,2003-01-31,84.91,86.22,84.14,86.06,51848900.0,-1,85.730000000000004,1,90.57686274509804,-1,-0.44632021102480784,-1,0.9230769230769247,-1,1.1500000000000057,53.67450163641773,1,0
3095,2003-02-03,86.65,86.82,85.92,86.23,38407900.0,-1,85.704999999999998,1,90.493529411764683,-1,-0.45118806936487849,-1,0.3444444444444502,1,-0.4200000000000017,50.682116559164328,1,0
3094,2003-02-04,85.67,89.09,84.3,85.38,41270800.0,-1,85.735000000000014,-1,90.395882352941186,-1,-0.41444894439773927,-1,0.22546972860125197,1,-0.29000000000000625,54.380913204442606,1,0
3093,2003-02-05,85.19,86.54,84.49,84.85,52560600.0,-1,85.571666666666673,-1,90.248431372549021,-1,-0.80230925259350605,-1,0.17560975609755972,1,-0.3400000000000034,50.42290175666885,1,0
3092,2003-02-06,84.74,84.89,83.65,84.45,52768800.0,-1,85.233333333333334,-1,90.059411764705871,-1,0.30837378229844248,-1,0.645161290322581,1,-0.28999999999999204,50.032278889606232,1,0
3091,2003-02-07,84.65,85.37,82.97,83.42,40921700.0,-1,85.064999999999998,-1,89.86333333333333,-1,-0.18465548256982495,-1,0.18750000000000075,-1,-1.230000000000004,49.457562220804093,-1,0
3090,2003-02-10,83.76,84.15,82.65,84.01,44279600.0,-1,84.723333333333343,-1,89.677647058823524,-1,-0.064335436355275263,-1,0.9066666666666663,-1,0.25,43.239369326325857,-1,0
3089,2003-02-11,84.37,84.88,82.83,83.43,45800800.0,-1,84.256666666666675,-1,89.515490196078431,-1,0.032633825789220125,-1,0.2926829268292729,1,-0.9399999999999977,41.647491946617592,-1,0
3088,2003-02-12,83.17,83.62,81.96,82.1,34644800.0,-1,83.709999999999994,-1,89.276666666666685,-1,0.080599384949101488,-1,0.08433734939759016,1,-1.0700000000000074,41.380887059899393,-1,0
3087,2003-02-13,82.55,82.7,81.0,82.35,46222800.0,-1,83.293333333333337,-1,89.049215686274508,-1,0.90345313629140311,1,0.7941176470588188,1,-0.20000000000000284,46.455009047540671,-1,0
3086,2003-02-14,82.4,84.2,81.83,84.15,57171300.0,-1,83.243333333333339,1,88.853529411764697,-1,0.055926890305700007,-1,0.9789029535864991,-1,1.75,52.132701421800888,1,0
3085,2003-02-18,84.5,85.8,84.2,85.63,37179900.0,1,83.611666666666665,1,88.711568627450973,-1,-0.51432570655019949,-1,0.8937499999999986,1,1.1299999999999955,52.071486596263135,1,0
3084,2003-02-19,85.56,85.56,84.28,85.18,30556200.0,1,83.806666666666658,1,88.569019607843146,-1,-0.76237466453967018,-1,0.7031250000000038,1,-0.37999999999999545,52.497952497952433,1,0
3083,2003-02-20,85.51,85.66,84.05,84.33,28269400.0,1,83.956666666666663,1,88.429803921568606,-1,-0.28291799756845981,-1,0.17391304347826164,1,-1.1800000000000068,52.605662700040973,1,0
3082,2003-02-21,84.28,85.74,83.46,85.21,60055600.0,1,84.474999999999994,1,88.296078431372536,-1,0.41991805817957573,-1,0.7675438596491224,1,0.9299999999999926,51.977339579474801,1,0
3081,2003-02-24,85.13,85.13,83.59,83.8,29765800.0,1,84.716666666666669,-1,88.184313725490185,-1,-0.0082042596717368955,-1,0.136363636363633,-1,-1.3299999999999983,54.174397031539833,1,0
3080,2003-02-25,83.17,84.5,82.22,84.47,55158400.0,1,84.769999999999996,-1,88.062156862745084,-1,-0.33711874869996067,-1,0.9868421052631574,1,1.2999999999999972,58.096029931407145,1,0
3079,2003-02-26,83.93,84.53,83.08,83.24,36856400.0,1,84.37166666666667,-1,87.914313725490175,-1,-0.55906320352933836,-1,0.11034482758620433,1,-0.6900000000000119,56.797398902661989,1,0
3078,2003-02-27,83.29,85.5,83.16,84.34,48945600.0,-1,84.231666666666669,1,87.788235294117626,-1,-0.6403376292362094,-1,0.5042735042735065,1,1.0499999999999972,57.882224753603026,1,0
3077,2003-02-28,84.37,85.23,84.16,84.9,42734500.0,-1,84.326666666666654,1,87.701176470588223,-1,0.22520697165737563,-1,0.6915887850467327,1,0.5300000000000011,55.291519899058848,1,0
3076,2003-03-03,85.32,85.78,83.72,84.09,41596300.0,-1,84.140000000000001,-1,87.552941176470569,-1,0.10324214353130146,-1,0.1796116504854389,1,-1.2299999999999898,57.820660838968529,1,0
3075,2003-03-04,83.59,84.01,82.65,82.75,30403900.0,-1,83.964999999999989,-1,87.394117647058806,-1,0.050967234864889716,-1,0.07352941176470174,-1,-0.8400000000000034,57.095845331139344,1,0
3074,2003-03-05,82.74,83.54,82.36,83.45,41688700.0,-1,83.795000000000002,-1,87.269607843137237,-1,0.45281085183933445,-1,0.9237288135593196,1,0.710000000000008,55.394641564083919,1,0
3073,2003-03-06,83.25,83.52,82.3,82.75,40035700.0,-1,83.713333333333338,-1,87.143921568627434,-1,0.33455572978437581,-1,0.36885245901639613,-1,-0.5,54.881077203244793,1,0
3072,2003-03-07,82.13,83.99,81.43,83.32,62532100.0,-1,83.543333333333337,-1,87.013137254901949,-1,-0.47258094126696559,-1,0.7382812499999981,1,1.1899999999999977,54.399999999999949,1,0
3071,2003-03-10,82.99,83.04,81.1,81.32,39420800.0,-1,82.946666666666673,-1,86.84254901960783,-1,-0.055003562081405569,-1,0.11340206185566883,-1,-1.6700000000000017,51.14260919872715,1,0
3070,2003-03-11,81.6,82.0,80.47,80.52,46968000.0,-1,82.351666666666659,-1,86.669215686274498,-1,0.51829799061919646,1,0.032679738562089625,1,-1.0799999999999983,51.477653224632341,1,0
3069,2003-03-12,80.6,81.15,79.38,81.06,60986300.0,-1,82.069999999999993,-1,86.505882352941185,-1,0.92743861004409234,1,0.9491525423728797,1,0.46000000000000796,52.063857327772155,1,0
3068,2003-03-13,81.5,83.95,81.35,83.86,69382900.0,1,82.138333333333335,1,86.436862745098054,-1,0.22059389641950758,-1,0.9653846153846142,1,2.3599999999999994,55.239646142335232,1,0
3067,2003-03-14,84.65,84.77,83.35,84.13,62514400.0,1,82.368333333333325,1,86.358823529411765,-1,-0.21754913002856024,-1,0.5492957746478875,1,-0.5200000000000102,56.6099860177709,1,0
3066,2003-03-17,83.65,86.95,83.22,86.78,82759200.0,1,82.944999999999993,1,86.330392156862729,1,-0.70725978529246514,-1,0.9544235924932972,-1,3.1299999999999955,58.388884426953602,1,0
3065,2003-03-18,87.8,87.84,86.1,87.29,49588800.0,1,83.940000000000012,1,86.256274509803916,1,-0.90759676210111495,-1,0.6839080459770148,-1,-0.5099999999999909,58.623275969832044,1,0
3064,2003-03-19,87.8,88.16,86.68,87.96,47412100.0,1,85.180000000000007,1,86.189803921568611,1,-0.93440173537761462,-1,0.864864864864862,1,0.1599999999999966,56.698063840920952,1,0
3063,2003-03-20,87.87,88.59,86.35,88.15,65842700.0,1,86.361666666666665,1,86.09549019607843,1,-0.29420363377878017,-1,0.8035714285714304,1,0.28000000000000114,53.52798053527976,1,0
3062,2003-03-21,88.7,89.88,87.79,89.67,68014900.0,1,87.329999999999984,1,86.035490196078442,1,0.78226935178768109,1,0.8995215311004809,-1,0.9699999999999989,53.941394964919489,1,0
3061,2003-03-24,88.39,88.39,86.35,86.69,63495300.0,1,87.756666666666661,-1,85.943333333333328,1,-0.090614627883258636,-1,0.16666666666666782,1,-1.7000000000000028,52.289270792953431,1,0
3060,2003-03-25,86.75,88.24,86.44,87.52,59953400.0,1,87.879999999999995,-1,85.839607843137273,1,-0.44675827350768715,-1,0.6,1,0.769999999999996,52.558013298955053,1,0
3059,2003-03-26,87.56,87.85,86.8,87.08,44740700.0,1,87.845000000000013,-1,85.722352941176467,1,-0.78314420529044126,-1,0.2666666666666685,1,-0.480000000000004,53.374402353806516,1,0
3058,2003-03-27,86.44,87.66,85.99,87.15,51789000.0,-1,87.709999999999994,-1,85.607058823529414,1,-0.88230990896354533,-1,0.6946107784431196,1,0.710000000000008,51.997749015194159,1,0
3057,2003-03-28,86.78,87.28,86.25,86.71,31433300.0,-1,87.470000000000013,-1,85.477254901960791,1,-0.29898203726713102,-1,0.44660194174756623,1,-0.07000000000000739,54.365653642064629,1,0
3056,2003-03-31,85.26,86.71,84.4,84.74,57472300.0,-1,86.648333333333312,-1,85.327058823529413,-1,0.4136646558608133,-1,0.14718614718614328,1,-0.5200000000000102,56.434508455144709,1,0
3055,2003-04-01,85.44,86.39,84.91,86.04,51876000.0,-1,86.540000000000006,-1,85.209803921568621,1,0.67686796691141315,1,0.763513513513518,1,0.6000000000000085,56.646186123182922,1,0
3054,2003-04-02,87.26,88.77,87.19,88.05,48089300.0,-1,86.62833333333333,1,85.158627450980418,1,0.2729651110086182,-1,0.5443037974683547,1,0.789999999999992,56.339990710636251,1,0
3053,2003-04-03,89.1,89.2,87.61,87.7,47633300.0,1,86.731666666666683,1,85.128235294117658,1,0.11294037934748226,-1,0.05660377358490768,-1,-1.3999999999999915,55.129133478155879,1,0
3052,2003-04-04,88.3,88.77,87.62,88.25,35073400.0,1,86.915000000000006,1,85.129803921568637,1,0.016526489589744099,-1,0.5478260869565218,-1,-0.04999999999999716,56.478733926805106,1,0
3051,2003-04-07,90.53,90.85,87.97,88.05,67042800.0,1,87.138333333333321,1,85.116274509803944,1,-0.48585052224718145,-1,0.027777777777777228,1,-2.480000000000004,51.778401509225567,1,0
3050,2003-04-08,88.84,88.84,87.71,88.19,38616400.0,1,87.713333333333324,1,85.151764705882343,1,-0.29500069759764252,-1,0.4247787610619468,1,-0.6500000000000057,54.328199681359479,1,0
3049,2003-04-09,87.87,89.1,86.77,87.03,54722800.0,1,87.87833333333333,-1,85.187647058823529,1,-0.71757908765581324,-1,0.11158798283262031,-1,-0.8400000000000034,54.965075953695042,1,0
3048,2003-04-10,87.08,87.65,85.71,87.51,38398100.0,1,87.788333333333341,-1,85.22058823529413,1,-0.74378019425739517,-1,0.9278350515463919,1,0.4300000000000068,54.892367906066468,1,0
3047,2003-04-11,87.76,88.7,86.86,87.15,46243400.0,-1,87.696666666666658,-1,85.233725490196093,1,-0.89073791575228278,-1,0.15760869565217703,1,-0.6099999999999994,51.536565324568556,1,0
3046,2003-04-14,87.76,89.01,87.0,88.95,34999900.0,-1,87.813333333333333,1,85.322352941176476,1,-0.30569714133204773,-1,0.9701492537313422,-1,1.1899999999999977,51.618770461986138,1,0
3045,2003-04-15,89.35,89.79,88.42,89.78,42346100.0,1,88.101666666666674,1,85.395294117647069,1,0.24188831213383674,-1,0.9927007299270036,1,0.4300000000000068,42.788668346340565,-1,0
3044,2003-04-16,90.22,90.32,88.03,88.25,50644700.0,-1,88.111666666666679,1,85.43490196078433,1,0.15542736259398901,-1,0.09606986899563302,1,-1.9699999999999989,39.265775672475037,-1,-1
3043,2003-04-17,88.61,89.72,88.19,89.56,36065800.0,1,88.533333333333346,1,85.516862745098067,1,-0.052725254328808882,-1,0.8954248366013094,1,0.9500000000000028,42.102999677454044,-1,0
3042,2003-04-21,89.67,90.16,89.06,89.65,31402900.0,1,88.890000000000001,1,85.610980392156875,1,0.40571399585733325,-1,0.5363636363636423,-1,-0.01999999999999602,45.806127574083391,-1,0
3041,2003-04-22,89.34,91.56,88.89,91.34,57590400.0,1,89.588333333333352,1,85.746078431372553,1,0.88384458509147301,1,0.9176029962546821,-1,2.0,49.303054032889598,-1,0
3040,2003-04-23,91.76,92.35,91.24,92.18,43168900.0,1,90.126666666666665,1,85.917843137254934,1,0.95766423502960873,1,0.8468468468468581,1,0.4200000000000017,50.079630951727189,1,0
3039,2003-04-24,91.56,92.08,90.96,91.36,48910100.0,1,90.390000000000001,1,86.06196078431374,1,0.94308171537274121,1,0.35714285714286076,1,-0.20000000000000284,51.906816220880089,1,0
3038,2003-04-25,91.55,91.55,90.02,90.23,43034300.0,1,90.720000000000013,-1,86.195294117647066,1,0.61380298747446316,1,0.1372549019607894,-1,-1.3199999999999932,49.743674549363384,-1,0
3037,2003-04-28,90.49,92.19,90.3,91.79,45239900.0,1,91.091666666666683,1,86.385294117647049,1,0.14149081773834241,-1,0.7883597883597929,1,1.3000000000000114,51.631386280439337,1,0
3036,2003-04-29,92.1,92.8,91.4,92.03,49698100.0,1,91.488333333333344,1,86.575098039215661,1,0.37433668020696487,-1,0.4499999999999995,1,-0.06999999999999318,51.631386280439379,1,0
3035,2003-04-30,91.97,92.57,91.41,91.91,43373200.0,1,91.583333333333329,1,86.727254901960791,1,0.51075583757166954,1,0.43103448275862194,1,-0.060000000000002274,52.790886899918746,1,0
3034,2003-05-01,91.8,92.73,90.5,91.9,49124700.0,1,91.536666666666648,1,86.850196078431381,1,0.66051332805980034,1,0.6278026905829611,1,0.10000000000000853,51.202691337258322,1,0
3033,2003-05-02,91.94,93.47,91.49,93.21,47561800.0,1,91.845000000000013,1,87.007647058823537,1,-0.31260572143205756,-1,0.8686868686868664,-1,1.269999999999996,52.729346586280073,1,0
3032,2003-05-05,93.57,93.78,92.5,93.03,34890700.0,1,92.311666666666667,1,87.178235294117655,1,-0.54986554689226019,-1,0.4140625000000005,-1,-0.539999999999992,55.043374723592585,1,0
3031,2003-05-06,93.32,94.38,93.0,93.91,43663800.0,1,92.665000000000006,1,87.34882352941176,1,-0.12559515282624364,-1,0.6594202898550722,1,0.5900000000000034,52.152064671182124,1,0
3030,2003-05-07,93.97,94.14,92.97,93.39,40151500.0,1,92.891666666666652,1,87.536862745098063,1,0.25441288561113301,-1,0.3589743589743599,-1,-0.5799999999999983,58.191126279863632,1,0
3029,2003-05-08,92.8,93.34,92.28,92.45,39744800.0,1,92.981666666666669,-1,87.693333333333342,1,0.057845867463635743,-1,0.1603773584905673,1,-0.3499999999999943,59.274894462379144,1,0
3028,2003-05-09,92.84,93.8,92.61,93.73,32941600.0,1,93.286666666666648,1,87.899019607843144,1,0.48828289065250391,-1,0.9411764705882409,-1,0.8900000000000006,60.332871012482869,1,1
3027,2003-05-12,93.52,95.12,93.28,94.88,34728500.0,1,93.564999999999998,1,88.105686274509821,1,0.64483513123018543,1,0.8695652173912997,1,1.3599999999999994,62.529776083849633,1,1
3026,2003-05-13,94.44,95.19,94.26,94.71,37554000.0,1,93.845000000000013,1,88.298039215686288,1,0.80566232293939788,1,0.4838709677419271,1,0.269999999999996,61.251184834123414,1,1
3025,2003-05-14,94.98,95.24,93.21,94.51,31589000.0,1,93.944999999999993,1,88.502352941176483,1,0.8419350555117997,1,0.640394088669956,1,-0.46999999999999886,60.949230181957184,1,1
3024,2003-05-15,94.46,95.33,94.25,95.11,42803900.0,1,94.231666666666669,1,88.744705882352946,1,-0.33645268095226538,-1,0.7962962962962971,-1,0.6500000000000057,61.488267034759886,1,1
3023,2003-05-16,95.0,95.45,93.8,94.87,36182700.0,1,94.634999999999991,1,88.968627450980406,1,-0.64716749691279174,-1,0.6484848484848508,-1,-0.12999999999999545,70.432657754779598,1,1
3022,2003-05-19,94.23,94.89,92.08,92.65,42054900.0,-1,94.454999999999998,-1,89.162745098039224,1,-0.83939151191590911,-1,0.20284697508897043,-1,-1.5799999999999983,64.662902690136377,1,1
3021,2003-05-20,92.93,93.03,91.6,92.46,54405700.0,-1,94.051666666666677,-1,89.341960784313713,1,-0.91306948623250472,-1,0.6013986013985981,-1,-0.4700000000000131,62.786198000645086,1,1
3020,2003-05-21,91.9,92.88,91.88,92.65,47431200.0,-1,93.708333333333329,-1,89.564117647058794,1,-0.90810034932864725,-1,0.7700000000000102,-1,0.75,59.16489738145804,1,0
3019,2003-05-22,92.9,94.05,92.23,93.57,37924900.0,-1,93.551666666666662,1,89.819999999999993,1,-0.67958841570473361,-1,0.7362637362637331,1,0.6699999999999875,59.944463727872368,1,0
3018,2003-05-23,93.44,93.98,93.14,93.76,25701100.0,-1,93.326666666666668,1,90.069019607843146,1,0.65656571070411862,1,0.7380952380952405,1,0.3200000000000074,57.144855564104496,1,0
3017,2003-05-27,93.35,95.84,93.18,95.4,41988600.0,1,93.415000000000006,1,90.295294117647046,1,-0.77183972395505129,-1,0.8345864661654142,-1,2.0500000000000114,64.330675618967831,1,1
3016,2003-05-28,95.98,96.47,95.43,95.67,36672900.0,1,93.918333333333337,1,90.521568627450975,1,-0.8847584175403802,-1,0.23076923076922762,1,-0.3100000000000023,64.006888633754414,1,1
3015,2003-05-29,95.86,96.82,95.08,95.42,49921800.0,1,94.411666666666676,1,90.69098039215686,1,-0.99889438367738714,-1,0.19540229885057725,-1,-0.4399999999999977,62.190615631318487,1,1
3014,2003-05-30,95.66,97.09,95.56,96.95,48286400.0,1,95.128333333333345,1,90.880392156862754,1,-0.52034395663837474,-1,0.9084967320261434,-1,1.2900000000000063,61.125523847535526,1,1
3013,2003-06-02,97.35,98.45,97.03,97.35,47627800.0,1,95.75833333333334,1,91.064509803921581,1,0.96924133638787235,1,0.22535211267605126,-1,0.0,65.364970582530617,1,1
3012,2003-06-03,97.07,97.84,96.85,97.75,36973200.0,1,96.423333333333332,1,91.252745098039242,1,0.90472757292926032,1,0.9090909090909065,-1,0.6800000000000068,63.991396114808197,1,1
3011,2003-06-04,97.79,99.35,94.72,99.16,45041600.0,1,97.049999999999997,1,91.438823529411778,1,0.91924998769067556,1,0.9589632829373654,1,1.3699999999999903,65.353070614122856,1,1
3010,2003-06-05,99.08,99.65,98.14,99.65,44364100.0,1,97.713333333333324,1,91.692941176470612,1,0.81770319771345801,1,1.0,-1,0.5700000000000074,65.311436010414639,1,1
3009,2003-06-06,100.11,101.4,99.15,99.26,57260400.0,1,98.353333333333339,1,91.923137254901974,1,0.70160340915207253,1,0.048888888888888635,1,-0.8499999999999943,63.928641442854406,1,1
3008,2003-06-09,99.39,99.39,97.77,98.25,36641900.0,1,98.569999999999993,-1,92.142156862745111,1,-0.10292088002629764,-1,0.29629629629629795,-1,-1.1400000000000006,60.19937234631719,1,1
3007,2003-06-10,98.65,99.26,98.19,99.25,28345900.0,1,98.886666666666656,1,92.379411764705893,1,-0.52116052712390482,-1,0.990654205607472,-1,0.5999999999999943,59.549718574108844,1,0
3006,2003-06-11,99.0,100.39,98.71,100.3,36919100.0,1,99.311666666666667,1,92.645882352941186,1,0.28170775350309829,-1,0.9464285714285696,-1,1.2999999999999972,59.412650602409656,1,0
3005,2003-06-12,100.95,101.0,99.62,100.61,35871600.0,1,99.553333333333342,1,92.957058823529422,1,0.87246187686363008,1,0.7173913043478247,1,-0.3400000000000034,61.922310155258884,1,1
3004,2003-06-13,100.5,100.77,98.95,99.56,43482300.0,1,99.538333333333341,1,93.222156862745109,1,0.90298672784252809,1,0.3351648351648361,-1,-0.9399999999999977,60.046865846514372,1,1
3003,2003-06-16,99.44,101.7,99.44,101.66,35287600.0,1,99.938333333333333,1,93.489019607843147,1,0.093792502105111988,-1,0.9823008849557495,-1,2.219999999999999,63.412017167381975,1,1
3002,2003-06-17,101.86,102.25,101.23,101.66,35599500.0,1,100.50666666666666,1,93.762745098039233,1,-0.495085925253412,-1,0.4215686274509748,-1,-0.20000000000000284,63.151146016989884,1,1
3001,2003-06-18,101.69,102.14,101.0,101.57,34198000.0,1,100.89333333333332,1,94.023921568627472,1,-0.086145344517281161,-1,0.4999999999999938,1,-0.12000000000000455,69.078370638770323,1,1
3000,2003-06-19,101.67,101.97,99.84,100.02,40803700.0,1,100.84666666666668,-1,94.258627450980427,1,-0.32690578962312067,-1,0.08450704225351784,-1,-1.6500000000000057,64.20772448259001,1,1
2999,2003-06-20,100.0,100.5,99.42,99.44,38094200.0,1,100.65166666666666,-1,94.479215686274514,1,-0.41919724148116655,-1,0.018518518518514864,1,-0.5600000000000023,65.023762481977869,1,1
2998,2003-06-23,99.45,99.64,97.92,98.42,33797300.0,-1,100.46166666666666,-1,94.702549019607872,1,-0.65132114365879001,-1,0.29069767441860483,1,-1.0300000000000011,64.656512278520353,1,1
2997,2003-06-24,98.38,99.09,98.02,98.52,35349600.0,-1,99.938333333333333,-1,94.918431372549051,1,-0.601035604517272,-1,0.467289719626165,-1,0.14000000000000057,64.256523105941511,1,1
2996,2003-06-25,98.61,99.44,97.53,97.53,44331500.0,-1,99.25,-1,95.121960784313742,1,-0.71528105461927605,-1,0.0,1,-1.0799999999999983,60.52196706365033,1,1
2995,2003-06-26,97.85,98.98,96.96,98.8,32596200.0,-1,98.788333333333313,1,95.315098039215712,1,-0.7849820039162253,-1,0.9108910891089079,1,0.9500000000000028,59.288152120916614,1,0
2994,2003-06-27,98.86,99.19,97.58,97.66,52912200.0,-1,98.394999999999996,-1,95.469607843137268,1,0.092606353251209264,-1,0.049689440993787776,1,-1.2000000000000028,57.169722614010325,1,0
2993,2003-06-30,98.29,98.67,97.47,97.63,31819200.0,-1,98.093333333333348,-1,95.653529411764723,1,0.27009450824376618,-1,0.13333333333333017,1,-0.6600000000000108,56.565712697971591,1,0
2992,2003-07-01,97.56,98.66,96.43,98.53,49663100.0,-1,98.111666666666665,1,95.82941176470591,1,-0.22066025186362204,-1,0.9417040358744412,1,0.9699999999999989,54.565183692450702,1,0
2991,2003-07-02,98.88,99.79,98.57,99.77,33700500.0,1,98.319999999999993,1,96.027843137254919,1,-0.42596204347020661,-1,0.983606557377041,-1,0.8900000000000006,55.149196633511778,1,0
